username,created_at,likes,comments,shares,views,engagement_rate,post_date,posts_per_day,views_per_video,likes_per_video,comments_per_video,hour,weekday
calus.0,2025-10-11 11:36:03+00:00,214200,938,5034,1200000,0.1834766666666666,2025-10-11,1,1200000.0,214200.0,938.0,11,Saturday
caramel.studyy,2025-12-25 14:00:20+00:00,2066,49,35,13800,0.1557971014492753,2025-12-25,1,13800.0,2066.0,49.0,14,Thursday
notedandneat,2025-07-24 07:32:00+00:00,49800,174,1288,165200,0.3103026634382566,2025-07-24,1,165200.0,49800.0,174.0,7,Thursday
user0605772522165,2025-12-16 17:57:01+00:00,14700,135,247,63300,0.2382622432859399,2025-12-16,1,63300.0,14700.0,135.0,17,Tuesday
user0605772522165,2025-12-22 23:33:45+00:00,15400,131,423,64400,0.2477329192546583,2025-12-22,1,64400.0,15400.0,131.0,23,Monday
jen1av1a1,2025-10-14 13:15:38+00:00,56300,281,1424,269800,0.2149925871015567,2025-10-14,1,269800.0,56300.0,281.0,13,Tuesday
fczn8,2025-12-26 08:04:44+00:00,4471,73,94,32800,0.1414024390243902,2025-12-26,1,32800.0,4471.0,73.0,8,Friday
make_it.happen8,2025-12-01 20:37:40+00:00,102700,286,2733,535200,0.1975317638266068,2025-12-01,1,535200.0,102700.0,286.0,20,Monday
xuexi69,2025-09-13 04:46:21+00:00,131200,992,3564,595200,0.2280846774193548,2025-09-13,1,595200.0,131200.0,992.0,4,Saturday
uwawa_08,2025-08-29 18:22:13+00:00,58000,540,2147,248800,0.243918810289389,2025-08-29,1,248800.0,58000.0,540.0,18,Friday
jen1av1a1,2025-10-04 09:21:40+00:00,159400,539,4447,621300,0.2645839369064864,2025-10-04,1,621300.0,159400.0,539.0,9,Saturday
alevelstudent27,2025-11-24 13:11:45+00:00,27700,248,800,105500,0.2724928909952606,2025-11-24,1,105500.0,27700.0,248.0,13,Monday
ttalgi.uwu,2025-08-01 13:37:04+00:00,97500,740,2763,470800,0.2145348343245539,2025-08-01,1,470800.0,97500.0,740.0,13,Friday
iljw0n,2025-09-10 11:02:11+00:00,15900,888,507,130600,0.132427258805513,2025-09-10,1,130600.0,15900.0,888.0,11,Wednesday
bandoodlesaur,2025-09-30 02:20:25+00:00,81200,309,1257,349800,0.236609491137793,2025-09-30,1,349800.0,81200.0,309.0,2,Tuesday
boardsbylana,2025-12-16 20:38:22+00:00,42300,67,897,153100,0.2825865447419987,2025-12-16,1,153100.0,42300.0,67.0,20,Tuesday
xxxmary.0,2025-12-12 09:32:12+00:00,31200,666,1000,129800,0.2532049306625578,2025-12-12,1,129800.0,31200.0,666.0,9,Friday
atkhawla_attni,2025-02-05 21:28:10+00:00,202400,1172,3777,1300000,0.1594992307692307,2025-02-05,1,1300000.0,202400.0,1172.0,21,Wednesday
suisen_nn,2025-08-21 00:48:04+00:00,87900,690,2059,361800,0.2505500276395799,2025-08-21,1,361800.0,87900.0,690.0,0,Thursday
cerulean.naa,2025-12-20 14:00:32+00:00,2453,30,54,15700,0.1615923566878981,2025-12-20,1,15700.0,2453.0,30.0,14,Saturday
ur.litoyks,2025-04-28 13:46:56+00:00,924,77,22,185200,0.005523758099352,2025-04-28,1,185200.0,924.0,77.0,13,Monday
meydizuuayu,2025-06-15 13:01:18+00:00,450,5,3,74400,0.0061559139784946,2025-06-15,1,74400.0,450.0,5.0,13,Sunday
kiefertanya,2025-12-07 09:26:38+00:00,169,19,51,57700,0.0041421143847487,2025-12-07,1,57700.0,169.0,19.0,9,Sunday
x7wqsfkla,2023-09-04 06:58:13+00:00,113,3,0,37300,0.0031099195710455,2023-09-04,1,37300.0,113.0,3.0,6,Monday
2500ggdb,2025-12-24 03:21:30+00:00,3939,10,80,13900,0.2898561151079136,2025-12-24,1,13900.0,3939.0,10.0,3,Wednesday
fshi0n2,2025-05-09 01:56:09+00:00,855,4,17,20400,0.0429411764705882,2025-05-09,1,20400.0,855.0,4.0,1,Friday
apluslisa,2025-12-19 23:15:30+00:00,62000,238,2975,388800,0.1677289094650206,2025-12-19,1,388800.0,62000.0,238.0,23,Friday
itseyalla,2025-02-10 16:25:02+00:00,30800,124,473,260400,0.1205721966205837,2025-02-10,1,260400.0,30800.0,124.0,16,Monday
sabspreppys,2024-05-28 17:49:32+00:00,57600,697,804,774300,0.0763282965258943,2024-05-28,1,774300.0,57600.0,697.0,17,Tuesday
belle4lv,2025-10-19 21:54:27+00:00,161600,307,6311,898500,0.1872209237618252,2025-10-19,1,898500.0,161600.0,307.0,21,Sunday
defyourlove,2023-09-25 15:16:56+00:00,88400,550,1242,1200000,0.07516,2023-09-25,1,1200000.0,88400.0,550.0,15,Monday
aleksandrahoeye,2025-11-17 23:24:40+00:00,108500,145,1507,482600,0.2282469954413593,2025-11-17,1,482600.0,108500.0,145.0,23,Monday
cinarminarmk,2025-03-08 17:46:07+00:00,24800,94,862,187300,0.1375120128136679,2025-03-08,1,187300.0,24800.0,94.0,17,Saturday
trenborina,2025-10-21 14:50:06+00:00,68700,430,2464,787500,0.0909130158730158,2025-10-21,1,787500.0,68700.0,430.0,14,Tuesday
fitnessninja2025,2025-11-26 17:03:07+00:00,5157,30,1772,225700,0.0308329641116526,2025-11-26,1,225700.0,5157.0,30.0,17,Wednesday
crossfitcenter,2025-06-25 04:01:46+00:00,78600,925,4139,1200000,0.06972,2025-06-25,1,1200000.0,78600.0,925.0,4,Wednesday
workouts_zone,2025-05-02 17:22:17+00:00,11500,200,5038,723100,0.0231475591204536,2025-05-02,1,723100.0,11500.0,200.0,17,Friday
eboqodtt,2025-11-08 15:14:17+00:00,546,16,76,33500,0.0190447761194029,2025-11-08,1,33500.0,546.0,16.0,15,Saturday
recfit,2024-10-25 20:13:07+00:00,33500,448,1599,1300000,0.0273438461538461,2024-10-25,1,1300000.0,33500.0,448.0,20,Friday
wickpie,2025-02-08 10:39:02+00:00,12600,81,449,286400,0.0458449720670391,2025-02-08,1,286400.0,12600.0,81.0,10,Saturday
meyouuuno,2025-11-24 13:47:11+00:00,1977,22,46,30000,0.0681666666666666,2025-11-24,1,30000.0,1977.0,22.0,13,Monday
recfit,2024-10-04 15:57:28+00:00,28900,414,1580,1100000,0.0280854545454545,2024-10-04,1,1100000.0,28900.0,414.0,15,Friday
mau.barajaz,2025-07-09 19:31:35+00:00,3330,89,259,101900,0.0360942100098135,2025-07-09,1,101900.0,3330.0,89.0,19,Wednesday
rochet18,2025-07-30 10:27:19+00:00,58000,1025,4527,961200,0.0661173533083645,2025-07-30,1,961200.0,58000.0,1025.0,10,Wednesday
yanmihy,2023-08-12 01:32:30+00:00,851,23,106,50300,0.0194831013916501,2023-08-12,1,50300.0,851.0,23.0,1,Saturday
fitness_world_gym,2025-03-06 14:14:02+00:00,7357,220,244,133000,0.0588045112781954,2025-03-06,1,133000.0,7357.0,220.0,14,Thursday
buca.nicoleta,2023-10-27 16:22:55+00:00,276,2,0,996,0.2791164658634538,2023-10-27,1,996.0,276.0,2.0,16,Friday
musclesworld.mw,2025-06-03 02:30:42+00:00,220,21,16,11000,0.0233636363636363,2025-06-03,1,11000.0,220.0,21.0,2,Tuesday
salenalorelle,2025-08-21 16:42:58+00:00,64,4,0,877,0.0775370581527936,2025-08-21,1,877.0,64.0,4.0,16,Thursday
ni8naa_,2025-06-26 23:42:08+00:00,12000,154,443,163400,0.0770930232558139,2025-06-26,1,163400.0,12000.0,154.0,23,Thursday
lia82140,2025-01-15 07:16:14+00:00,539,34,180,57500,0.013095652173913,2025-01-15,1,57500.0,539.0,34.0,7,Wednesday
funnyvideos0320,2025-10-04 11:07:04+00:00,2072,216,128,440400,0.0054859218891916,2025-10-04,1,440400.0,2072.0,216.0,11,Saturday
uckylqfb,2025-12-05 03:02:28+00:00,2594,176,1059,380900,0.0100525072197427,2025-12-05,1,380900.0,2594.0,176.0,3,Friday
el.seor.2,2025-09-06 14:41:00+00:00,573,71,291,248600,0.0037610619469026,2025-09-06,1,248600.0,573.0,71.0,14,Saturday
that_lifter_guy92,2025-12-26 19:03:23+00:00,6,4,0,155,0.064516129032258,2025-12-26,1,155.0,6.0,4.0,19,Friday
fitnessgirl788,2024-08-08 14:34:45+00:00,26200,217,3434,1100000,0.0271372727272727,2024-08-08,1,1100000.0,26200.0,217.0,14,Thursday
bsmoothe00,2025-12-26 23:06:13+00:00,24,0,0,292,0.0821917808219178,2025-12-26,1,292.0,24.0,0.0,23,Friday
lorrayneoliveiraofc,2025-12-26 22:31:31+00:00,1287,72,4,7550,0.1805298013245033,2025-12-26,1,7550.0,1287.0,72.0,22,Friday
leanortizz,2024-09-03 20:40:32+00:00,167100,140,1221,1300000,0.1295853846153846,2024-09-03,1,1300000.0,167100.0,140.0,20,Tuesday
k.arin.a_h,2025-12-26 22:55:21+00:00,21,3,0,138,0.1739130434782608,2025-12-26,1,138.0,21.0,3.0,22,Friday
gld_anni,2025-12-19 20:09:20+00:00,11200,33,597,128700,0.0919191919191919,2025-12-19,1,128700.0,11200.0,33.0,20,Friday
gld_anni,2025-07-12 21:33:04+00:00,75900,188,3798,843500,0.0947077652637818,2025-07-12,1,843500.0,75900.0,188.0,21,Saturday
jellinawlke,2025-12-20 15:22:18+00:00,282,22,5,3031,0.1019465522929726,2025-12-20,1,3031.0,282.0,22.0,15,Saturday
ricemunchur,2025-07-18 01:53:06+00:00,24800,608,953,217800,0.1210330578512396,2025-07-18,1,217800.0,24800.0,608.0,1,Friday
tenaliso,2025-09-15 14:44:51+00:00,77900,332,1070,275400,0.2879520697167756,2025-09-15,1,275400.0,77900.0,332.0,14,Monday
soleilssofiaa,2025-11-04 18:15:56+00:00,11600,77,191,65900,0.1800910470409711,2025-11-04,1,65900.0,11600.0,77.0,18,Tuesday
diaryoflov3,2025-10-21 20:50:02+00:00,100200,423,1765,546500,0.187352241537054,2025-10-21,1,546500.0,100200.0,423.0,20,Tuesday
jaeinpink,2025-06-16 18:53:21+00:00,107600,925,4209,602200,0.1872035868482232,2025-06-16,1,602200.0,107600.0,925.0,18,Monday
lalunafleurs,2025-10-30 14:53:47+00:00,154000,807,3653,709600,0.2233089064261555,2025-10-30,1,709600.0,154000.0,807.0,14,Thursday
user82736538398243,2025-11-24 22:38:23+00:00,7023,34,144,43500,0.1655402298850574,2025-11-24,1,43500.0,7023.0,34.0,22,Monday
mishtuo,2025-07-30 14:13:38+00:00,73800,417,2005,252300,0.3021086008719778,2025-07-30,1,252300.0,73800.0,417.0,14,Wednesday
r.rxyalty,2025-08-31 17:49:21+00:00,74300,213,952,450300,0.1675882744836775,2025-08-31,1,450300.0,74300.0,213.0,17,Sunday
chriswilson,2025-08-15 17:49:51+00:00,284,7,2,9572,0.0306101128290848,2025-08-15,1,9572.0,284.0,7.0,17,Friday
perttymariam9,2025-11-25 05:37:10+00:00,48400,105,1881,307700,0.163750406239844,2025-11-25,1,307700.0,48400.0,105.0,5,Tuesday
study_forlive,2025-11-17 06:01:03+00:00,45900,50,1079,289500,0.1624490500863558,2025-11-17,1,289500.0,45900.0,50.0,6,Monday
eemlyy,2025-11-21 19:56:04+00:00,116100,232,3109,594300,0.2009776207302709,2025-11-21,1,594300.0,116100.0,232.0,19,Friday
oldkpopculardan,2025-11-24 14:28:01+00:00,179400,1040,5202,904400,0.2052653693056169,2025-11-24,1,904400.0,179400.0,1040.0,14,Monday
mayaneagle,2025-06-22 06:27:57+00:00,147900,473,2860,917700,0.1647956848643347,2025-06-22,1,917700.0,147900.0,473.0,6,Sunday
madyriver,2025-06-11 03:27:01+00:00,213900,1009,3910,1100000,0.1989263636363636,2025-06-11,1,1100000.0,213900.0,1009.0,3,Wednesday
nishu.259,2025-11-19 11:27:52+00:00,4070,302,1408,456000,0.0126754385964912,2025-11-19,1,456000.0,4070.0,302.0,11,Wednesday
ai.videos7936,2025-12-09 11:06:23+00:00,204,4,56,18900,0.0139682539682539,2025-12-09,1,18900.0,204.0,4.0,11,Tuesday
mriceofficial,2025-07-14 22:59:45+00:00,1155,138,123,188100,0.0075279106858054,2025-07-14,1,188100.0,1155.0,138.0,22,Monday
yerielandhailey,2025-09-06 19:46:16+00:00,1455,47,165,108100,0.0154209065679925,2025-09-06,1,108100.0,1455.0,47.0,19,Saturday
denzy.999,2025-07-15 17:16:29+00:00,1198,44,58,206500,0.0062953995157384,2025-07-15,1,206500.0,1198.0,44.0,17,Tuesday
tatakrub8,2025-08-17 02:56:00+00:00,296,36,7,15800,0.0214556962025316,2025-08-17,1,15800.0,296.0,36.0,2,Sunday
grewged22,2022-12-01 14:37:48+00:00,1538,51,80,155300,0.0107469414037347,2022-12-01,1,155300.0,1538.0,51.0,14,Thursday
hanspablio3,2025-11-08 04:59:40+00:00,10500,155,275,375300,0.0291233679722888,2025-11-08,1,375300.0,10500.0,155.0,4,Saturday
ryan_edits46,2025-07-18 03:34:39+00:00,1965,82,43,85900,0.0243306169965075,2025-07-18,1,85900.0,1965.0,82.0,3,Friday
mykids3torun2,2023-11-02 18:39:05+00:00,2166,182,246,490100,0.0052927973882881,2023-11-02,1,490100.0,2166.0,182.0,18,Thursday
lunabaeb,2022-12-19 15:00:31+00:00,319,4,10,52400,0.006354961832061,2022-12-19,1,52400.0,319.0,4.0,15,Monday
rabia77000,2025-10-30 23:43:20+00:00,1138,74,86,169300,0.007666863555818,2025-10-30,1,169300.0,1138.0,74.0,23,Thursday
medz071490,2025-10-20 11:47:24+00:00,203,16,37,38100,0.0067191601049868,2025-10-20,1,38100.0,203.0,16.0,11,Monday
ideas_time,2022-12-01 13:55:17+00:00,1407,0,209,248800,0.0064951768488745,2022-12-01,1,248800.0,1407.0,0.0,13,Thursday
pet_animals00,2025-07-22 02:12:28+00:00,4540,497,414,804800,0.0067731113320079,2025-07-22,1,804800.0,4540.0,497.0,2,Tuesday
adrianolemosof,2025-11-28 13:00:10+00:00,337,22,100,52600,0.0087262357414448,2025-11-28,1,52600.0,337.0,22.0,13,Friday
forfunforfashion,2025-04-21 00:00:00+00:00,608,28,42,97900,0.0069254341164453,2025-04-21,1,97900.0,608.0,28.0,0,Monday
loveanimals087,2023-05-30 20:07:44+00:00,305,18,53,90000,0.0041777777777777,2023-05-30,1,90000.0,305.0,18.0,20,Tuesday
s0cs0,2024-05-05 06:59:51+00:00,2983,23,11,165700,0.018207604103802,2024-05-05,1,165700.0,2983.0,23.0,6,Sunday
miicaela.ayelen95,2025-07-03 23:14:33+00:00,473,79,25,122700,0.0047025264873675,2025-07-03,1,122700.0,473.0,79.0,23,Thursday
7777777linda,2025-08-16 12:01:34+00:00,590,64,29,61200,0.0111601307189542,2025-08-16,1,61200.0,590.0,64.0,12,Saturday
helosa7404,2025-09-07 08:00:00+00:00,820,7,23,24600,0.0345528455284552,2025-09-07,1,24600.0,820.0,7.0,8,Sunday
yomarytv,2025-07-27 23:00:06+00:00,1101,113,64,166800,0.0076618705035971,2025-07-27,1,166800.0,1101.0,113.0,23,Sunday
bera.smith,2025-01-03 05:40:20+00:00,2559,127,99,259500,0.0107321772639691,2025-01-03,1,259500.0,2559.0,127.0,5,Friday
boo_boo845,2025-09-10 16:48:18+00:00,2000,303,494,349000,0.0080143266475644,2025-09-10,1,349000.0,2000.0,303.0,16,Wednesday
clean_master18,2025-03-31 21:39:34+00:00,290,12,15,107000,0.0029626168224299,2025-03-31,1,107000.0,290.0,12.0,21,Monday
catapttwo,2025-12-20 05:49:27+00:00,264,75,134,6987,0.0676971518534421,2025-12-20,1,6987.0,264.0,75.0,5,Saturday
baby_baby_cilik,2025-11-29 16:18:18+00:00,76,8,2,13000,0.0066153846153846,2025-11-29,1,13000.0,76.0,8.0,16,Saturday
jms.lynn,2025-12-18 03:02:31+00:00,331,4,7,18300,0.0186885245901639,2025-12-18,1,18300.0,331.0,4.0,3,Thursday
juanbernardonieto24,2025-08-16 21:17:23+00:00,400,6,18,62800,0.0067515923566878,2025-08-16,1,62800.0,400.0,6.0,21,Saturday
cynnic1,2025-06-08 11:01:49+00:00,713,46,64,78100,0.0105377720870678,2025-06-08,1,78100.0,713.0,46.0,11,Sunday
utikkecil,2025-06-16 07:11:12+00:00,152,3,4,19700,0.0080710659898477,2025-06-16,1,19700.0,152.0,3.0,7,Monday
ansel.ryder,2025-08-07 10:51:10+00:00,1605,892,103,76400,0.0340314136125654,2025-08-07,1,76400.0,1605.0,892.0,10,Thursday
jieralyn.sanchez,2025-10-24 11:05:10+00:00,490,39,19,97500,0.0056205128205128,2025-10-24,1,97500.0,490.0,39.0,11,Friday
migne_00,2023-01-02 14:39:49+00:00,1126,81,65,108400,0.0117343173431734,2023-01-02,1,108400.0,1126.0,81.0,14,Monday
zhaoyueqing245,2025-08-30 14:18:58+00:00,473,22,6,16900,0.0296449704142011,2025-08-30,1,16900.0,473.0,22.0,14,Saturday
jehanness,2025-09-04 13:42:58+00:00,128,12,3,16000,0.0089375,2025-09-04,1,16000.0,128.0,12.0,13,Thursday
haipimtvtc0,2024-03-27 15:18:59+00:00,18,0,2,1790,0.0111731843575419,2024-03-27,1,1790.0,18.0,0.0,15,Wednesday
tk.3379,2025-04-03 13:22:06+00:00,4918,82,158,616100,0.0083720175296218,2025-04-03,1,616100.0,4918.0,82.0,13,Thursday
marbella_lara.r,2023-01-01 23:56:49+00:00,10400,188,58,136000,0.0782794117647058,2023-01-01,1,136000.0,10400.0,188.0,23,Sunday
funnytime727,2025-12-10 08:57:10+00:00,1984,156,120,67700,0.0333825701624815,2025-12-10,1,67700.0,1984.0,156.0,8,Wednesday
marlalaxx,2024-09-08 03:12:40+00:00,1270,46,46,132400,0.0102870090634441,2024-09-08,1,132400.0,1270.0,46.0,3,Sunday
missmayann03,2025-08-21 12:53:41+00:00,214,58,20,46700,0.0062526766595289,2025-08-21,1,46700.0,214.0,58.0,12,Thursday
lvrheartchew,2025-11-17 00:35:53+00:00,19500,340,599,92300,0.2214409534127843,2025-11-17,1,92300.0,19500.0,340.0,0,Monday
jacieeec,2024-11-02 03:28:23+00:00,39300,419,3344,1200000,0.0358858333333333,2024-11-02,1,1200000.0,39300.0,419.0,3,Saturday
mister_am1,2024-12-21 19:09:53+00:00,8224,273,2543,885000,0.0124745762711864,2024-12-21,1,885000.0,8224.0,273.0,19,Saturday
official.babies.c,2025-05-03 20:37:53+00:00,757,55,30,139400,0.0060401721664275,2025-05-03,1,139400.0,757.0,55.0,20,Saturday
khnim.khnim,2025-11-04 09:01:57+00:00,689,40,17,43800,0.0170319634703196,2025-11-04,1,43800.0,689.0,40.0,9,Tuesday
grallucas019,2025-10-30 23:37:14+00:00,168,19,19,46700,0.0044111349036402,2025-10-30,1,46700.0,168.0,19.0,23,Thursday
migne_00,2022-07-31 01:20:00+00:00,434,3,13,20200,0.0222772277227722,2022-07-31,1,20200.0,434.0,3.0,1,Sunday
i_u287,2025-12-05 11:14:21+00:00,509,84,16,38700,0.0157364341085271,2025-12-05,1,38700.0,509.0,84.0,11,Friday
syad_axh,2025-10-14 13:58:34+00:00,8399,100,355,1000000,0.008854,2025-10-14,1,1000000.0,8399.0,100.0,13,Tuesday
juan.jr.oficial0,2025-11-19 04:14:34+00:00,6420,1070,879,722000,0.0115914127423822,2025-11-19,1,722000.0,6420.0,1070.0,4,Wednesday
scientmmh3m,2023-10-10 19:43:55+00:00,1737,334,533,423800,0.0061444077394997,2023-10-10,1,423800.0,1737.0,334.0,19,Tuesday
ig_jaq_quino,2025-09-07 12:15:56+00:00,5694,203,196,453300,0.0134414295168762,2025-09-07,1,453300.0,5694.0,203.0,12,Sunday
marayavillareal,2025-04-12 09:03:14+00:00,565,30,25,31800,0.0194968553459119,2025-04-12,1,31800.0,565.0,30.0,9,Saturday
jules.c33,2022-11-30 20:31:39+00:00,63,2,1,11400,0.0057894736842105,2022-11-30,1,11400.0,63.0,2.0,20,Wednesday
kana35516,2025-11-22 10:02:54+00:00,6,0,0,1833,0.0032733224222585,2025-11-22,1,1833.0,6.0,0.0,10,Saturday
mesolania0,2025-12-18 06:43:40+00:00,12,5,1,1992,0.0090361445783132,2025-12-18,1,1992.0,12.0,5.0,6,Thursday
onlly.you77,2025-12-24 06:24:02+00:00,9,1,0,620,0.0161290322580645,2025-12-24,1,620.0,9.0,1.0,6,Wednesday
jawad140599,2025-12-26 17:04:53+00:00,10,10,0,194,0.1030927835051546,2025-12-26,1,194.0,10.0,10.0,17,Friday
xi3_lx,2025-12-20 21:00:15+00:00,8,1,0,258,0.0348837209302325,2025-12-20,1,258.0,8.0,1.0,21,Saturday
amyloveskoo,2025-12-25 07:31:39+00:00,10,0,0,282,0.0354609929078014,2025-12-25,1,282.0,10.0,0.0,7,Thursday
ysaahbc31,2025-12-24 08:46:02+00:00,5,2,0,376,0.0186170212765957,2025-12-24,1,376.0,5.0,2.0,8,Wednesday
mtdmikko,2025-12-25 08:35:07+00:00,3,0,1,278,0.014388489208633,2025-12-25,1,278.0,3.0,0.0,8,Thursday
fitandglamlife,2023-08-02 02:54:36+00:00,851,2,412,59400,0.0212962962962962,2023-08-02,1,59400.0,851.0,2.0,2,Wednesday
rameirewrightt,2023-08-02 01:16:12+00:00,247900,601,7048,985800,0.2592300669506999,2023-08-02,1,985800.0,247900.0,601.0,1,Wednesday
shredding_w_bz,2025-12-26 19:16:36+00:00,117,2,0,901,0.1320754716981132,2025-12-26,1,901.0,117.0,2.0,19,Friday
rainbowsunshineandclover,2023-08-04 17:34:17+00:00,38000,199,451,520700,0.0742270021125408,2023-08-04,1,520700.0,38000.0,199.0,17,Friday
iam_calvinn,2025-12-26 15:45:01+00:00,250,7,7,1284,0.205607476635514,2025-12-26,1,1284.0,250.0,7.0,15,Friday
tiff.maeee,2024-08-23 05:37:25+00:00,159900,232,3025,815900,0.1999718102708665,2024-08-23,1,815900.0,159900.0,232.0,5,Friday
sonjakay19,2025-12-26 22:44:14+00:00,1,0,0,6,0.1666666666666666,2025-12-26,1,6.0,1.0,0.0,22,Friday
_kyleighreese,2025-12-26 22:57:09+00:00,37,0,0,233,0.1587982832618025,2025-12-26,1,233.0,37.0,0.0,22,Friday
mealeee_,2025-12-26 23:05:56+00:00,34,0,0,274,0.1240875912408759,2025-12-26,1,274.0,34.0,0.0,23,Friday
aboubacar.balde.224,2025-12-26 22:44:33+00:00,117,10,1,745,0.1718120805369127,2025-12-26,1,745.0,117.0,10.0,22,Friday
lheib.ybbil,2025-12-26 22:46:37+00:00,67,1,0,335,0.2029850746268656,2025-12-26,1,335.0,67.0,1.0,22,Friday
lifewithtravis_,2025-12-26 22:48:33+00:00,23,0,0,245,0.0938775510204081,2025-12-26,1,245.0,23.0,0.0,22,Friday
fczn8,2025-12-23 02:14:10+00:00,5993,46,145,51700,0.1196131528046421,2025-12-23,1,51700.0,5993.0,46.0,2,Tuesday
lilium_im1,2025-12-22 10:19:50+00:00,12000,103,171,76100,0.1612877792378449,2025-12-22,1,76100.0,12000.0,103.0,10,Monday
naoshesy,2025-12-20 11:55:20+00:00,1102,0,22,6146,0.182883176049463,2025-12-20,1,6146.0,1102.0,0.0,11,Saturday
yalcinkayasude,2025-12-07 11:53:51+00:00,12600,53,178,90400,0.1419358407079646,2025-12-07,1,90400.0,12600.0,53.0,11,Sunday
stud_yingtiktok,2024-08-12 22:39:11+00:00,209,4,2,1985,0.1083123425692695,2024-08-12,1,1985.0,209.0,4.0,22,Monday
stud_yingtiktok,2024-07-24 02:11:49+00:00,282,1,0,1987,0.1424257674886763,2024-07-24,1,1987.0,282.0,1.0,2,Wednesday
ksu.harmony,2025-09-21 12:07:14+00:00,61700,424,2476,505100,0.127895466244308,2025-09-21,1,505100.0,61700.0,424.0,12,Sunday
mendayuan,2024-04-20 17:18:29+00:00,31000,220,721,755800,0.0422611802064038,2024-04-20,1,755800.0,31000.0,220.0,17,Saturday
tina.lly,2025-12-26 21:46:18+00:00,17,0,1,598,0.0301003344481605,2025-12-26,1,598.0,17.0,0.0,21,Friday
stud_yingtiktok,2024-11-11 23:50:51+00:00,198,4,22,1387,0.1614996395097332,2024-11-11,1,1387.0,198.0,4.0,23,Monday
stud_yingtiktok,2025-01-01 10:54:45+00:00,280,1,4,1828,0.1559080962800875,2025-01-01,1,1828.0,280.0,1.0,10,Wednesday
stud_yingtiktok,2025-01-13 00:44:55+00:00,178,2,3,1646,0.1111786148238153,2025-01-13,1,1646.0,178.0,2.0,0,Monday
focuswithdina,2025-10-12 21:24:28+00:00,6049,185,734,205900,0.0338416707139388,2025-10-12,1,205900.0,6049.0,185.0,21,Sunday
cadi.llac,2025-09-02 06:26:43+00:00,2067,187,90,331300,0.0070751584666465,2025-09-02,1,331300.0,2067.0,187.0,6,Tuesday
studywithemmane_,2025-05-09 23:48:36+00:00,127600,340,1474,991300,0.1305497831130838,2025-05-09,1,991300.0,127600.0,340.0,23,Friday
realshadi1,2025-01-12 10:14:55+00:00,53000,251,3029,435400,0.1292604501607717,2025-01-12,1,435400.0,53000.0,251.0,10,Sunday
milbakess,2024-09-22 20:06:31+00:00,57800,353,1161,423700,0.1399905593580363,2024-09-22,1,423700.0,57800.0,353.0,20,Sunday
_byyhannah,2025-02-20 18:15:27+00:00,25500,148,196,122200,0.2114893617021276,2025-02-20,1,122200.0,25500.0,148.0,18,Thursday
mintallythere,2025-10-02 05:22:19+00:00,138600,436,3525,664600,0.2145064700571772,2025-10-02,1,664600.0,138600.0,436.0,5,Thursday
legallylu,2023-10-16 12:53:26+00:00,9649,9,64,65000,0.1495692307692307,2023-10-16,1,65000.0,9649.0,9.0,12,Monday
chiara_ssh,2024-04-25 15:32:30+00:00,216400,1410,2174,1000000,0.219984,2024-04-25,1,1000000.0,216400.0,1410.0,15,Thursday
gabistudiez,2025-10-18 18:09:26+00:00,74000,91,1422,346700,0.2178050187481973,2025-10-18,1,346700.0,74000.0,91.0,18,Saturday
isitrlzuzia,2025-11-22 17:30:06+00:00,155500,568,4442,777400,0.2064702855672755,2025-11-22,1,777400.0,155500.0,568.0,17,Saturday
malenaa.sch,2025-12-23 20:49:51+00:00,618,1,5,2591,0.2408336549594751,2025-12-23,1,2591.0,618.0,1.0,20,Tuesday
eemlyy,2025-12-26 19:25:53+00:00,1238,3,13,5845,0.2145423438836612,2025-12-26,1,5845.0,1238.0,3.0,19,Friday
alizada.54,2025-12-24 17:11:49+00:00,6934,23,148,36900,0.1925474254742547,2025-12-24,1,36900.0,6934.0,23.0,17,Wednesday
brunettediary2,2025-12-24 16:10:03+00:00,1101,8,15,4776,0.2353433835845896,2025-12-24,1,4776.0,1101.0,8.0,16,Wednesday
liddellfitness,2025-04-12 22:26:15+00:00,99500,309,2364,670800,0.1523151460942158,2025-04-12,1,670800.0,99500.0,309.0,22,Saturday
nicofelich,2024-01-25 18:47:58+00:00,94500,403,2492,996200,0.097766512748444,2024-01-25,1,996200.0,94500.0,403.0,18,Thursday
julihasthecats,2025-12-26 22:45:32+00:00,59,1,2,430,0.1441860465116279,2025-12-26,1,430.0,59.0,1.0,22,Friday
leasecretgirlacc,2025-12-26 22:29:33+00:00,15,0,0,100,0.15,2025-12-26,1,100.0,15.0,0.0,22,Friday
thatsmom4u,2025-12-26 22:47:52+00:00,2,0,0,86,0.0232558139534883,2025-12-26,1,86.0,2.0,0.0,22,Friday
rodaswillian1,2025-12-26 22:59:07+00:00,2,0,0,18,0.1111111111111111,2025-12-26,1,18.0,2.0,0.0,22,Friday
mari.diary0x,2025-12-15 15:20:29+00:00,5483,36,102,27600,0.203659420289855,2025-12-15,1,27600.0,5483.0,36.0,15,Monday
studyingwithshrisha,2025-12-17 13:19:28+00:00,2836,8,49,11800,0.2451694915254237,2025-12-17,1,11800.0,2836.0,8.0,13,Wednesday
vviral24,2025-02-18 18:00:00+00:00,1521,56,62,359400,0.0045603784084585,2025-02-18,1,359400.0,1521.0,56.0,18,Tuesday
